identifier,description_identifier,question,sparql,answer,answer_id,id_sparql
Car_Automobile_03,Car-Automobile,What answer is reached by this graph path: Carina --kg:be--> Latin?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'carina')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'latin')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Latin,wd:Q397,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q10470> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q397>)
} LIMIT 1"
Boat_Vessel_01,Boat-Vessel,What answer is reached by this graph path: ship --kg:distinguishFrom--> boat?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'ship')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'boat')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",boat,wd:Q35872,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q11446> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q35872>)
} LIMIT 1"
Boat_Vessel_02,Boat-Vessel,What answer is reached by this graph path: boat --kg:be--> watercraft?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'boat')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'watercraft')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",watercraft,wd:Q1229765,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q35872> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q1229765>)
} LIMIT 1"
Boat_Vessel_03,Boat-Vessel,What answer is reached by this graph path: ship --kg:be--> watercraft?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'ship')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'watercraft')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",watercraft,wd:Q1229765,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q11446> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q1229765>)
} LIMIT 1"
Singer_Vocalist_01,Singer-Vocalist,What answer is reached by this graph path: singer --kg:be--> Art?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'singer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'art')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Art,wd:Q8227356,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q177220> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q8227356>)
} LIMIT 1"
Singer_Vocalist_02,Singer-Vocalist,What answer is reached by this graph path: singer --kg:create--> music?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'singer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'music')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",music,wd:Q638,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q177220> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q638>)
} LIMIT 1"
Singer_Vocalist_03,Singer-Vocalist,What answer is reached by this graph path: singer --kg:createWith--> voice?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'singer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'voice')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",voice,wd:Q17172850,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q177220> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q17172850>)
} LIMIT 1"
Musician_Instrumentalist_01,Musician-Instrumentalist,What answer is reached by this graph path: musician --kg:compose--> music?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'musician')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'music')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",music,wd:Q638,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q639669> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q638>)
} LIMIT 1"
Musician_Instrumentalist_02,Musician-Instrumentalist,What answer is reached by this graph path: musician --kg:accordTo--> United States?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'musician')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'united states')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",United States,wd:Q30,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q639669> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q30>)
} LIMIT 1"
Musician_Instrumentalist_03,Musician-Instrumentalist,What answer is reached by this graph path: musician --kg:accordTo--> Employment?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'musician')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'employment')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Employment,wd:Q1339409,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q639669> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q1339409>)
} LIMIT 1"
Fruit_Produce_01,Fruit-Produce,What answer is reached by this graph path: fruit --kg:disseminate--> seed?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'fruit')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'seed')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",seed,wd:Q40763,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3314483> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q40763>)
} LIMIT 1"
Fruit_Produce_02,Fruit-Produce,What answer is reached by this graph path: fruit --kg:formFrom--> ovary?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'fruit')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'ovary')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",ovary,wd:Q9631,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3314483> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q9631>)
} LIMIT 1"
Fruit_Produce_03,Fruit-Produce,What answer is reached by this graph path: fruit --kg:beBy--> Angiosperms?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'fruit')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'angiosperms')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Angiosperms,wd:Q25314,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3314483> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q25314>)
} LIMIT 1"
House_Building_01,House-Building,What answer is reached by this graph path: building --kg:stand--> house?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'building')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'house')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",house,wd:Q3947,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q41176> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q3947>)
} LIMIT 1"
House_Building_02,House-Building,What answer is reached by this graph path: house --kg:be--> building?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'house')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'building')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",building,wd:Q41176,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3947> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q41176>)
} LIMIT 1"
House_Building_03,House-Building,What answer is reached by this graph path: house --kg:rangeIn--> Complexity?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'house')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'complexity')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Complexity,wd:Q5156624,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3947> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q5156624>)
} LIMIT 1"
River_Stream_01,River-Stream,What answer is reached by this graph path: river --kg:be--> stream?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'river')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'stream')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",stream,wd:Q47521,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q4022> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q47521>)
} LIMIT 1"
River_Stream_02,River-Stream,What answer is reached by this graph path: river --kg:beOf--> water?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'river')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'water')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",water,wd:Q283,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q4022> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q283>)
} LIMIT 1"
River_Stream_03,River-Stream,What answer is reached by this graph path: stream --kg:beOf--> water?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'stream')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'water')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",water,wd:Q283,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q47521> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q283>)
} LIMIT 1"
Mountain_Hill_01,Mountain-Hill,What answer is reached by this graph path: mountain --kg:be--> ELEVATED?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'mountain')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'elevated')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",ELEVATED,wd:Q122825156,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q8502> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q122825156>)
} LIMIT 1"
Mountain_Hill_02,Mountain-Hill,What answer is reached by this graph path: mountain --kg:be--> portion?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'mountain')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'portion')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",portion,wd:Q2105114,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q8502> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q2105114>)
} LIMIT 1"
Mountain_Hill_03,Mountain-Hill,What answer is reached by this graph path: mountain --kg:beOf--> Surface?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'mountain')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'surface')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Surface,wd:Q37497814,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q8502> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q37497814>)
} LIMIT 1"
Forest_Woodland_01,Forest-Woodland,What answer is reached by this graph path: Forest --kg:beOf--> 19?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'forest')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = '19')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",19,wd:Q39850,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q72946> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q39850>)
} LIMIT 1"
Forest_Woodland_02,Forest-Woodland,What answer is reached by this graph path: Forest --kg:beOf--> region?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'forest')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'region')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",region,wd:Q82794,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q72946> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q82794>)
} LIMIT 1"
Forest_Woodland_03,Forest-Woodland,What answer is reached by this graph path: Forest --kg:be--> Belgium?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'forest')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'belgium')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Belgium,wd:Q31,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q72946> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q31>)
} LIMIT 1"
Computer_Machine_01,Computer-Machine,What answer is reached by this graph path: computer --kg:be--> Machine?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'computer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'machine')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Machine,wd:Q1760034,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q68> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q1760034>)
} LIMIT 1"
Computer_Machine_02,Computer-Machine,What answer is reached by this graph path: computer --kg:carryOf--> Logical?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'computer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'logical')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Logical,wd:Q16592405,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q68> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q16592405>)
} LIMIT 1"
Computer_Machine_03,Computer-Machine,What answer is reached by this graph path: computer --kg:perform--> Wide?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'computer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'wide')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Wide,wd:Q50374761,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q68> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q50374761>)
} LIMIT 1"
Picture_Image_01,Picture-Image,What answer is reached by this graph path: image --kg:draw--> photograph?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'image')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'photograph')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",photograph,wd:Q125191,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q478798> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q125191>)
} LIMIT 1"
Picture_Image_02,Picture-Image,What answer is reached by this graph path: photograph --kg:be--> image?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'photograph')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'image')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",image,wd:Q478798,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q125191> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q478798>)
} LIMIT 1"
Picture_Image_03,Picture-Image,What answer is reached by this graph path: photograph --kg:create--> image?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'photograph')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'image')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",image,wd:Q478798,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q125191> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q478798>)
} LIMIT 1"
